,TEMPERATURE[degC],HUMIDITY[%],POA Irr[kW1m2],Pac,TempModule,TempCell,GHI[kW1m2],P_Solar[kW],P/Pac
2018-10-03 07:00:00,9.852766666666678,0.6999999999999967,0.1559586666666667,1.1937004563995448,12.195931250242458,12.663807250242458,0.148985,1.1120196666666666,0.9315734619225623
2018-10-03 08:00:00,10.396277777777785,0.6999999999999967,0.3818727777777775,2.8638918591933025,16.21817608938456,17.363794422717895,0.2774927777777777,2.791615,0.9747627135566281
2018-10-03 09:00:00,10.728527777777762,0.6966388888888858,0.5740647222222223,4.252473823728669,19.197909310024443,20.92010347669111,0.3883877777777778,4.178427222222221,0.9825874056900081
2018-10-03 10:00:00,11.236750000000017,0.6061944444444413,0.7765063888888889,5.637892139868029,22.97606494983917,25.30558411650584,0.4620194444444445,5.547818055555556,0.984023446692866
2018-10-03 11:00:00,11.570166666666664,0.5999166666666633,0.8409816666666673,6.014943654504414,26.02624709810464,28.54919209810464,0.4634097222222222,5.956639444444445,0.9903067736941631
2018-10-03 12:00:00,11.922361111111131,0.5820555555555528,0.8454041666666668,6.047766888328422,26.53440570450177,29.070618204501773,0.4249380555555552,6.016599444444445,0.9948464541607702
2018-10-03 13:00:00,12.155499999999996,0.5955277777777745,0.6351822222222219,4.62313252899887,22.434513583107773,24.34006024977444,0.3174780555555554,5.374091666666668,1.162435130932839
2018-10-03 14:00:00,11.989944444444454,0.6387777777777747,0.2004513888888889,1.5213913779475057,15.452981435663633,16.0543356023303,0.1294675,1.2476679826851145,0.8200835109032438
2018-10-03 15:00:00,11.919138888888895,0.6926388888888857,0.1530097222222221,1.1627421441403862,14.464268228489315,14.923297395155982,0.0997900000000001,0.9662869444444446,0.8310414732226115
2018-10-04 06:00:00,7.455571428571422,0.9000000000000027,0.0622738095238094,0.4885297792668036,8.961901572739103,9.14872300131053,0.069297619047619,0.4102473143698473,0.8397590725903253
2018-10-04 07:00:00,9.08091666666667,0.9000000000000027,0.0896120833333334,0.6951124114102006,11.267635451522326,11.536471701522329,0.1222833333333334,0.6247162500000001,0.898726939334337
